,Postcode,Grid Ref,County,District,Ward,District Code,Ward Code,County Code,Constituency,Population,Households,Lower layer super output area,Region,London zone,LSOA Code,MSOA Code,Middle layer super output area,Index of Multiple Deprivation,Postcode district,Average Income,Postcode2
22912,BS5 8FN,ST634733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,,,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22913,BS5 8FP,ST625731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,,,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
22914,BS5 8FQ,ST625736,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,,,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22915,BS5 8FR,ST625736,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,,,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22916,BS5 8FS,ST618735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,,,Bristol 029E,South West,,E01014684,E02003040,Bristol 029,7821,BS5,38700,BS5 8
22917,BS5 8FT,ST626730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,,,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
22918,BS5 8FU,ST627736,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,,,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22919,BS5 8FW,ST626736,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,,,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22920,BS5 8FX,ST617732,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,22.0,12.0,Bristol 029D,South West,,E01014681,E02003040,Bristol 029,11208,BS5,38700,BS5 8
22921,BS5 8GG,ST620730,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,52.0,0.0,Bristol 029E,South West,,E01014684,E02003040,Bristol 029,7821,BS5,38700,BS5 8
22922,BS5 8GU,ST618729,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,,,Bristol 029D,South West,,E01014681,E02003040,Bristol 029,11208,BS5,38700,BS5 8
22923,BS5 8HA,ST628728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,8.0,4.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
22924,BS5 8HB,ST621735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,25.0,15.0,Bristol 029E,South West,,E01014684,E02003040,Bristol 029,7821,BS5,38700,BS5 8
22925,BS5 8HD,ST630727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,4.0,2.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
22926,BS5 8HE,ST618735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,3.0,2.0,Bristol 029E,South West,,E01014684,E02003040,Bristol 029,7821,BS5,38700,BS5 8
22927,BS5 8HF,ST629735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,18.0,12.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22928,BS5 8HG,ST625736,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,53.0,29.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22929,BS5 8HH,ST626736,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,37.0,29.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22930,BS5 8HJ,ST626735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,80.0,36.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22931,BS5 8HL,ST625734,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,53.0,19.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22932,BS5 8HN,ST626735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,7.0,3.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22933,BS5 8HP,ST625735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,13.0,7.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22934,BS5 8HQ,ST626736,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,34.0,29.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22935,BS5 8HR,ST626734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,41.0,22.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22936,BS5 8HS,ST626735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,23.0,10.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22937,BS5 8HT,ST627734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,54.0,20.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22938,BS5 8HU,ST627734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,44.0,16.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22939,BS5 8HW,ST625735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,45.0,25.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22940,BS5 8HX,ST628734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,45.0,8.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22941,BS5 8HY,ST626734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,50.0,21.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22942,BS5 8HZ,ST626734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,76.0,25.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22943,BS5 8JA,ST626733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,47.0,15.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22944,BS5 8JB,ST626733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,50.0,20.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22945,BS5 8JD,ST625733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,13.0,4.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
22946,BS5 8JE,ST624734,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,55.0,20.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22947,BS5 8JF,ST623733,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,7.0,3.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22948,BS5 8JG,ST623734,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,34.0,15.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22949,BS5 8JH,ST623734,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,50.0,12.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22950,BS5 8JJ,ST623735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,54.0,13.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22951,BS5 8JL,ST624736,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,28.0,26.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22952,BS5 8JN,ST625735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,40.0,30.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22953,BS5 8JP,ST625734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,22.0,14.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22954,BS5 8JQ,ST624734,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,52.0,22.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22955,BS5 8JR,ST628727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,14.0,7.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
22956,BS5 8JS,ST627735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,30.0,14.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22957,BS5 8JT,ST628735,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,43.0,24.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22958,BS5 8JU,ST629734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,33.0,13.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22959,BS5 8JW,ST624735,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,51.0,28.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22960,BS5 8JX,ST623733,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,74.0,51.0,Bristol 029E,South West,,E01014684,E02003040,Bristol 029,7821,BS5,38700,BS5 8
22961,BS5 8JY,ST629734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,5.0,2.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22962,BS5 8JZ,ST629734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,27.0,10.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22963,BS5 8LA,ST630733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,60.0,28.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22964,BS5 8LB,ST630734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,8.0,4.0,Bristol 028A,South West,,E01014682,E02003039,Bristol 028,7789,BS5,36900,BS5 8
22965,BS5 8LD,ST631733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,54.0,22.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22966,BS5 8LE,ST632733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,32.0,13.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22967,BS5 8LF,ST632732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,24.0,11.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22968,BS5 8LG,ST631733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,71.0,29.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22969,BS5 8LH,ST633733,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,29.0,13.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22970,BS5 8LJ,ST634732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,37.0,16.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22971,BS5 8LL,ST634732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,41.0,17.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22972,BS5 8LN,ST633732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,40.0,25.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22973,BS5 8LP,ST633730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,35.0,21.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22974,BS5 8LQ,ST630732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,34.0,14.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22975,BS5 8LR,ST632732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,7.0,6.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22976,BS5 8LS,ST630734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,10.0,8.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22977,BS5 8LT,ST635725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,2.0,2.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
22978,BS5 8LU,ST623736,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,21.0,14.0,Bristol 028B,South West,,E01014683,E02003039,Bristol 028,6245,BS5,36900,BS5 8
22979,BS5 8LW,ST633731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,46.0,19.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22980,BS5 8NA,ST634733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,,,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22981,BS5 8NB,ST636734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,32.0,11.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22982,BS5 8ND,ST635733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,68.0,33.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22983,BS5 8NE,ST637734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,31.0,20.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22984,BS5 8NF,ST638733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,49.0,18.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22985,BS5 8NG,ST635733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,43.0,32.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22986,BS5 8NH,ST639734,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,27.0,9.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22987,BS5 8NJ,ST637732,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,69.0,26.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
22988,BS5 8NL,ST637733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,49.0,43.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22989,BS5 8NN,ST636733,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,35.0,11.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22990,BS5 8NQ,ST638732,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,54.0,22.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
22991,BS5 8NS,ST635730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,18.0,5.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22992,BS5 8NT,ST636729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,23.0,14.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
22993,BS5 8NU,ST637730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,9.0,4.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22994,BS5 8NX,ST637731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,65.0,22.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22995,BS5 8NY,ST635730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,66.0,25.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22996,BS5 8NZ,ST634731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,41.0,16.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22997,BS5 8PA,ST636731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,34.0,13.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
22998,BS5 8PB,ST636731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,55.0,21.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
22999,BS5 8PD,ST635732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,79.0,28.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
23000,BS5 8PE,ST637732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,38.0,19.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23001,BS5 8PF,ST636731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,34.0,16.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23002,BS5 8PG,ST637732,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,31.0,16.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23003,BS5 8PH,ST639732,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,52.0,20.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
23004,BS5 8PJ,ST639732,Bristol,"Bristol, City of",St George Central,E06000023,E05010910,E11000003,Bristol East,84.0,32.0,Bristol 027D,South West,,E01014676,E02003038,Bristol 027,11238,BS5,36500,BS5 8
23005,BS5 8PL,ST639731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,43.0,14.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23006,BS5 8PN,ST639731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,68.0,26.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23007,BS5 8PP,ST638730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,20.0,8.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23008,BS5 8PQ,ST638731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,47.0,16.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23009,BS5 8PR,ST638729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,16.0,7.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23010,BS5 8PS,ST637729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,69.0,26.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23011,BS5 8PT,ST638729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,46.0,19.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23012,BS5 8PU,ST638728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,55.0,20.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23013,BS5 8PW,ST638730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,68.0,24.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23014,BS5 8PX,ST638727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,57.0,25.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23015,BS5 8PY,ST639727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,34.0,12.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23016,BS5 8PZ,ST639727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,41.0,18.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23017,BS5 8QG,ST635728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,34.0,20.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23018,BS5 8QH,ST632730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,9.0,3.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23019,BS5 8QJ,ST636726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,36.0,14.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23020,BS5 8QL,ST634729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,32.0,14.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23021,BS5 8QN,ST634730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,68.0,37.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23022,BS5 8QP,ST635729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,56.0,20.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23023,BS5 8QQ,ST633729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,23.0,19.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23024,BS5 8QR,ST634729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,27.0,12.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23025,BS5 8QS,ST635728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,22.0,11.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23026,BS5 8QT,ST636727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,12.0,9.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23027,BS5 8QU,ST635727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,62.0,24.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23028,BS5 8QW,ST634730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,53.0,22.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23029,BS5 8QX,ST635728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,16.0,11.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23030,BS5 8QY,ST636728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,46.0,16.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23031,BS5 8QZ,ST636727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,33.0,14.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23032,BS5 8RA,ST638725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,18.0,11.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23033,BS5 8RB,ST637728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,41.0,22.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23034,BS5 8RD,ST637728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,10.0,4.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23035,BS5 8RE,ST638728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,42.0,18.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
